text,source,created_at,state
"VSCode debugpy launcher command not executing automatically in terminal after shell initialization commands <h2>Problem</h2>
<p>When launching a Python debug session in VSCode using debugpy, I see three commands spawned in the integrated terminal:</p>
<ol>
<li><code>devbox shell</code> - executes automatically ✓</li>
<li><code>source /path/to/project/.venv/bin/activate</code> - executes automatically ✓</li>
<li><code>/usr/bin/env /path/to/project/.venv/bin/python /path/to/debugpy/launcher &lt;port&gt; -- -m mymodule &lt;args&gt;</code> - does NOT execute automatically ✗</li>
</ol>
<p>The first two commands run fine, but the third command (the actual debugpy launcher) just appears in the terminal without executing, causing a &quot;Timed out waiting for launcher to connect&quot; error. I have to manually copy and paste the command to run it.</p>
<h2>Environment</h2>
<ul>
<li><strong>OS:</strong> macOS (Apple Silicon)</li>
<li><strong>VSCode Version:</strong> Latest</li>
<li><strong>Python Extension:</strong> Latest</li>
<li><strong>Python Version:</strong> 3.12</li>
<li><strong>Environment Manager:</strong> devbox + venv</li>
</ul>
<h2>Configuration</h2>
<p><strong>launch.json:</strong></p>
<pre class=""lang-json prettyprint-override""><code>{
  &quot;version&quot;: &quot;0.2.0&quot;,
  &quot;configurations&quot;: [
    {
      &quot;name&quot;: &quot;Run worker&quot;,
      &quot;type&quot;: &quot;debugpy&quot;,
      &quot;request&quot;: &quot;launch&quot;,
      &quot;preLaunchTask&quot;: &quot;Start dev cluster&quot;,
      &quot;module&quot;: &quot;mymodule&quot;,
      &quot;args&quot;: [&quot;worker&quot;, &quot;--task-queue&quot;, &quot;${input:task-queue}&quot;],
      &quot;env&quot;: {
        &quot;STAGE&quot;: &quot;${input:stage}&quot;
      },
      &quot;console&quot;: &quot;integratedTerminal&quot;
    }
  ]
}
</code></pre>
<p><strong>settings.json:</strong></p>
<pre class=""lang-json prettyprint-override""><code>{
  &quot;python.defaultInterpreterPath&quot;: &quot;${workspaceFolder}/.venv/bin/python&quot;,
  &quot;python.terminal.activateEnvironment&quot;: false,
  &quot;terminal.integrated.automationProfile.osx&quot;: {
    &quot;path&quot;: &quot;/opt/homebrew/bin/zsh&quot;,
    &quot;args&quot;: [&quot;-l&quot;]
  }
}
</code></pre>
<h2>What I've Tried</h2>
<ol>
<li>✗ Added <code>&quot;console&quot;: &quot;integratedTerminal&quot;</code> to the launch configuration</li>
<li>✗ Set <code>&quot;python.terminal.activateEnvironment&quot;: false</code></li>
<li>✗ Configured terminal automation profile with login shell</li>
</ol>
<p>None of these resolved the issue.</p>
<h2>Additional Observation</h2>
<p>I noticed that in the terminal output, the third command (debugpy launcher) has a leading space before it, while the first two commands don't:</p>
<pre><code>devbox shell
source /path/to/.venv/bin/activate
 /usr/bin/env /path/to/.venv/bin/python /path/to/debugpy/launcher &lt;port&gt; -- -m mymodule &lt;args&gt;
</code></pre>
<p>Notice the space before the third command (<code> /usr/bin/env</code>). I'm not sure if this is related to the execution issue, but it's worth noting as it's the only command that fails to auto-execute.</p>
<p>Could this leading space be preventing the command from executing automatically, or is it just a symptom of how VSCode is sending the command to the terminal?</p>
<h2>Question</h2>
<p>Why is the debugpy launcher command not executing automatically when the previous shell initialization commands run fine? Is this related to how VSCode chains commands in nested shells, or is there a configuration I'm missing to ensure all three commands execute in sequence?</p>
<p>The commands appear to be sent to the terminal, but only the first two actually execute. What's the proper way to configure VSCode to execute the debugpy command in a terminal that has already run initialization commands?</p>",stackoverflow,2025-10-22 07:12:07,open
Error while executing command 'node_modules/.bin/react-native run-ios --no-packager --verbose' (error code 101) (error code 303) <p>This issue occurs when trying to launch the debugger through the installed React Native Tools extension from Microsoft in VS code after following the instructions on creating a launch.json file in the .vscode folder in the root project folder.</p>,stackoverflow,2025-10-20 20:01:07,open
"VSCODE PHP debug not showing variable values when filename does not end in .php <p>I have the following simple php test file:</p>
<pre><code>&lt;?php
$a = 1 ;
$debug = true ;
</code></pre>
<p>This file has two linked filenames:  testa and testa.php</p>
<p>I have set both of these files with a breakpoint at the third line (<code>$debug = ....</code>)</p>
<p>If I now invoke <code>php testa.php</code>, the script stops at line 3 and a mouseover of line 1's <code>$a</code> will reveal the value of $a (which is of course 1 at that point).</p>
<p>But if I instead invoke <code>php testa</code>, the script stops at line 3 and a mouseover of line 1's <code>$a</code> reveals the attributes of <code>$a</code> (int, etc) - but <strong>not</strong> a value. However, if I type <code>$a</code> into the debug console, I get the expected value of 1.  I can also see the <code>$a = 1</code> value in the Variables window, just not on mouseover.</p>
<p>Is VSCode actually, as it seems, functioning differently depending upon the <em>extension</em> of a filename?  (I don't think VSCode should be enforcing rules about script naming standards.  And, anyway, it seems weird that all other debug capabilities except this seem to work fine.)</p>
<p>If VSCode is doing that, is there a setting that I can use to control this?</p>",stackoverflow,2025-10-19 14:03:35,open
"VS Code No Output when debugging, Has output when running <pre><code>#include &lt;stdio.h&gt;

int main(void)
{
    printf(&quot;output test&quot;);
    int y = 8;
    printf(&quot;this is a test %d&quot;, y);
    return 0;
}
</code></pre>
<ol>
<li>Correctly output to Debug Console when running the program.</li>
<li>NO output to Debug Console or Output window when step by step debugging.</li>
<li>MAC intel chip computer</li>
<li>This .c file is in a project with launch.json has externalConsole as false.</li>
<li>gcc compiler or clang is used</li>
</ol>",stackoverflow,2025-10-19 09:04:41,open
"Disassembly view in Xcode: how can I symbolicate a function's address? <p>In Xcode, I set a breakpoint to a function which is a part of an iOS framework and the disassembly view showed up. All function calls except one (<code>0x1bb286280</code>) were symbolicated (i.e. Xcode showed the name of the function which is being called). How come Xcode wasn't able to look up the name of the function?</p>
<p>I suspect that the strings were stripped from the dynamic library which contains the function <code>0x1bb286280</code>.</p>
<p>How can I at least tell which dynamic library is loaded into the portion of memory at <code>0x1bb286280</code>?</p>
<p>I tried to disassemble the respective library in Hopper, but it also didn't symbolicate the function <code>0x1bb286280</code>. Can Hopper show which dylib is that function a part of? When going through the binary in Hopper, I couldn't find the memory address <code>0x1bb286280</code>.</p>
<p>Stepping into the function <code>0x1bb286280</code> in LLDB inside Xcode and then running <code>thread backtrace</code> when inside <code>0x1bb286280</code> in the LLDB console doesn't show any module/dylib (meanwhile all other frames in the stack trace do show which dylib it is a part of). I do only see <code>* frame #0: 0x00000001bb286280</code> with no additional symbols after it.</p>
<p>Snippet of the disassembly from Xcode:</p>
<pre class=""lang-none prettyprint-override""><code>mov    x0, x8
bl     0x1b6fa47ac               ; symbol stub for: dispatch_sync
ldur   x8, [x29, #-0x28]
ldr    w19, [x8, #0x18]
sub    x0, x29, #0x30
mov    w1, #0x8                  ; =8 
bl     0x1bb286280               ; How do I symbolicate this function?
</code></pre>",stackoverflow,2025-10-16 19:34:40,open
".NET MAUI: Problems writing to File in Android Emulator with debugger <p>I write some data to a file that the user can choose with a File Picker.
Here my test code with some nonsense data:</p>
<pre><code>private async void DoExportAsync()
{
    // write some data to a temporary file
    string tempPath = Path.Combine(FileSystem.CacheDirectory, Guid.NewGuid().ToString() + &quot;.tmp&quot;);
    try
    {
        using (var writer = new StreamWriter(tempPath))
        {
            writer.WriteLine(&quot;Test&quot;);
            writer.Flush();
        }

        // Now copy content to the final file that the user selects
        string? finalPath = await FileUtils.SaveFileAsync(tempPath, &quot;PackerData&quot;, &quot;.txt&quot;);
        // Display a message on success
        if (finalPath != null)
            await App.Current.Windows[0].Page!.DisplayAlert(&quot;Export&quot;, $&quot;Gespeichert unter:\n{finalPath}&quot;, &quot;OK&quot;);
    }
    finally
    {
        // delete the temporary file
        if (File.Exists(tempPath))
            File.Delete(tempPath);
    }
}
</code></pre>
<p>FileUtils.SaveFileAsync calls</p>
<pre><code>await CommunityToolkit.Maui.Storage.FileSaver.Default.SaveAsync(...)
</code></pre>
<p>When I am debugging this code, the debugger detaches when the using { } block is left. After that the file picker still appears and writes the file, but the file is empty. My app disappears from the screen. DisplayAlert is not executed.</p>
<p>However, this code works well in the Android Emulator when no debugger is attached. (I did not yet test the behaviour on a real smartphone.)</p>
<p>Any idea how to work around this problem?</p>",stackoverflow,2025-10-16 14:17:25,open
"Why does debugging require searching for the sunrsasign.jar while in fact it does not exist in JDK 1.8 <p>When I debug the springboot project in idea, the exception occurs: java.io.FileNotFoundException: \C:\Program Files\Java\jdk1.8.0_191\jre\lib\sunrsasign.jar， But in fact, the JDK 1.8 used in the project does not have this file, and I cannot find any association with this exception from the code and configuration, which makes me very confused</p>
<p>I tried to clear the target directory of the project and rebuild it, as well as create an empty file named sunrsasign.jar in the corresponding directory, but in fact, the operating system does not allow this. I checked the idea configuration and did not find any obvious problems with the JDK version information. When searching online, due to historical issues, the jar package was integrated into another place, so normal debugging should not find this file. Of course, this is my guess, and I don't actually know why JVM searches for this file when debugging runs</p>",stackoverflow,2025-10-16 13:26:19,open
"Two projects with same launchsettings.json load with different port numbers <p>I have a large solution stored in a repository on GitHub. It is working fine. But when I download that repository to another computer, it does not run in debug mode.</p>
<p>The solution runs two projects: My main project and an API project. On my original computer, my API project loads at port 44360. But on the new computer at port 7184.</p>
<p>Here is my <em>launchsettings.json</em> file for my API application. It is the same on both computers.</p>
<pre class=""lang-json prettyprint-override""><code>{
  &quot;$schema&quot;: &quot;https://json.schemastore.org/launchsettings.json&quot;,
  &quot;iisSettings&quot;: {
    &quot;windowsAuthentication&quot;: false,
    &quot;anonymousAuthentication&quot;: true,
    &quot;iisExpress&quot;: {
      &quot;applicationUrl&quot;: &quot;http://localhost:40682&quot;,
      &quot;sslPort&quot;: 44360
    }
  },
  &quot;profiles&quot;: {
    &quot;TTRailtrax&quot;: {
      &quot;commandName&quot;: &quot;Project&quot;,
      &quot;launchBrowser&quot;: true,
      &quot;launchUrl&quot;: &quot;swagger&quot;,
      &quot;environmentVariables&quot;: {
        &quot;ASPNETCORE_ENVIRONMENT&quot;: &quot;Development&quot;
      },
      &quot;applicationUrl&quot;: &quot;https://localhost:7184;http://localhost:5184&quot;,
      &quot;dotnetRunMessages&quot;: true
    },
    &quot;IIS Express&quot;: {
      &quot;commandName&quot;: &quot;IISExpress&quot;,
      &quot;launchBrowser&quot;: true,
      &quot;launchUrl&quot;: &quot;swagger&quot;,
      &quot;environmentVariables&quot;: {
        &quot;ASPNETCORE_ENVIRONMENT&quot;: &quot;Development&quot;
      }
    }
  }
}
</code></pre>
<p>I don't quite understand why the code seems to interpret the launch settings differently depending on which computer it is running on. Apparently, it is related to a setting that is not stored in the repository, and so must be set manually.</p>
<p><strong>Update</strong></p>
<p>Below is a screenshot of my start up item. Note that my solution is configured to run two projects and options above the divider are my multi-project start up configurations.</p>
<p><a href=""https://i.sstatic.net/nfkRSgPN.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/nfkRSgPN.png"" alt=""enter image description here"" /></a></p>",stackoverflow,2025-10-13 21:33:52,open
"""[Errno 28] No space left on device"" when trying to save a jupyter notebook <p>I'm currently working on a thesis project using jupyter notebook on a remote cluster. After running my code I'm not able to save anything anymore and I keep getting the following error:<a href=""https://i.sstatic.net/QsVEMjOn.png"" rel=""nofollow noreferrer"">[Errno 28] No space left on device</a></p>
<p>If I check the space usage with <code>df -h</code> on the cluster frontend, everything is well below 100% and I don't get where the issue is coming from.
I start getting the error when calling a function in a loop. I tried clearing all variables after the loop with <code>%reset -f</code> but that doesn't seem to do anything. The function causing the issue seems to be the <code>resample_on_wavelength</code> called in the <code>fit_single_detector</code> method of the Profile_Fitter class.</p>
<p>This is the full class:</p>
<pre><code># Define the Profile_Fitter class to find the best SEMIMAJOR_AXIS vs FWHM relation for a whole frame (16 detectors)
import numpy as np
import gelsa
from gelsa.sgs import datastore
from tqdm import tqdm

class Profile_Fitter:
    def __init__(self, pt_id_s, cat):
        self.pt_id_s = pt_id_s
        self.cat = cat

    def load_data_to_frame(self, pt_id):
        DS = datastore.DataStore(username='', password='',
                        cachedir='/scratch/astro/benjamin.granett/datastore'
                        )
        # Load the data related to the pointing_id
        file_list = DS.load_sir_pack(&quot;DR1_R1&quot;, pointing_id_list=[pt_id])
        # Create a Gelsa object
        G = gelsa.Gelsa(config_file=&quot;../gelsa-spectra/calib/gelsa_config.json&quot;, calibdir=&quot;../gelsa-spectra/calib/&quot;, zero_order_catalog=None)
        # Define the frame associated to the pointing
        frame = G.load_spec_frame(**file_list[0])

        return frame
        
    def smjax_range(self, smjax_data, center, num=20):
    # Finds the interval around one semi-major axis center, containing &quot;num&quot; objects (20 by default)
        smjax_data = np.asarray(smjax_data)
        # - Compute distance of each object from the center
        dist = np.abs(smjax_data - center)  
        # - Sort by distance and keep the &quot;num&quot; closest objects
        idx = np.argsort(dist)[:num]
        idx = np.sort(idx)
        # - Get the &quot;num&quot; closest objects to &quot;center&quot;
        closest_obj = smjax_data[idx]
        # - Return those and their indices
        return closest_obj, idx

    def fit_single_detector(self, det_n, smjax_centers, pt_id, num_per_range=20, batch_size=5):
        &quot;&quot;&quot;
        Fit the SEMIMAJOR_AXIS vs FWHM relation for one detector, processing sources in memory-safe batches.
        
        Args:
            det_n (int): Detector number (0-15)
            smjax_centers (list/array): Centers of semi-major axis ranges
            pt_id (int/str): Pointing ID
            num_per_range (int): Number of sources per semi-major axis range
            batch_size (int): Number of sources to process at once (memory control)
        
        Returns:
            tuple: (slope, intercept) from linear regression
        &quot;&quot;&quot;
        import gc
        from sklearn.linear_model import LinearRegression
        from scipy.signal import peak_widths, find_peaks
        from tqdm import tqdm
        import numpy as np
    
        if not (0 &lt;= det_n &lt; 16):
            print(&quot;Detector number not valid\n&quot;)
            return
    
        frame = self.load_data_to_frame(pt_id)
        print(f&quot;\nCurrently fitting detector {det_n} in pointing {pt_id}&quot;)
    
        # Get sources on this detector
        x1, y1, det1 = frame.radec_to_pixel(self.cat['RIGHT_ASCENSION'], self.cat['DECLINATION'], wavelength=12000)
        x2, y2, det2 = frame.radec_to_pixel(self.cat['RIGHT_ASCENSION'], self.cat['DECLINATION'], wavelength=19000)
        on_detector = (det1 == det_n) &amp; (det2 == det_n)
    
        ra_on_detector = self.cat[on_detector]['RIGHT_ASCENSION']
        dec_on_detector = self.cat[on_detector]['DECLINATION']
    
        # Prepare semi-major axis ranges
        smjax_range_values = []
        indices = []
        for c in smjax_centers:
            masked, index = self.smjax_range(self.cat[on_detector][&quot;SEMIMAJOR_AXIS&quot;], center=c, num=num_per_range)
            smjax_range_values.append(masked)
            indices.append(index)
    
        # Initialize spectra array
        spectra = np.zeros((len(smjax_centers), num_per_range, 11))  # 11 pixels vertically
    
        # Loop over semi-major axis ranges
        for i, indix in enumerate(indices):
            temp = self.cat[on_detector][indix]  # sources in current range
            n_sources = len(temp)
    
            # Process sources in small batches
            for start in range(0, n_sources, batch_size):
                end = min(start + batch_size, n_sources)
                batch_ra = temp[&quot;RIGHT_ASCENSION&quot;][start:end]
                batch_dec = temp[&quot;DECLINATION&quot;][start:end]
    
                # Process each source in batch
                for j, (ra, dec) in enumerate(zip(batch_ra, batch_dec)):
                    im, var, norm, pix_bins = frame.resample_on_wavelength(ra, dec, wave_range=frame.params['wavelength_range'], super_sample=1)
                    spectra[i, start+j, :] = im.sum(axis=1)
                    
                    # Free memory from this iteration
                    del im, var, norm, pix_bins
                    gc.collect()
    
        # Compute average spectra
        avg_spectra = spectra.mean(axis=1)
    
        # Compute FWHM for main peak
        fwhm = np.zeros(len(avg_spectra))
        for i, av in enumerate(avg_spectra):
            peaks, _ = find_peaks(av)
            if len(peaks) == 0:
                fwhm[i] = np.nan
                continue
            results_half = peak_widths(av, peaks, rel_height=0.5)
            max_peak_fwhm = results_half[0][np.argmax(av[peaks])]
            fwhm[i] = max_peak_fwhm
    
        # Linear fit ignoring NaNs
        valid = ~np.isnan(fwhm)
        reg = LinearRegression().fit(np.array(smjax_centers)[valid].reshape(-1, 1), fwhm[valid])

        return reg.coef_[0], reg.intercept_
        
    def fit_full_frame(self, smjax_centers, pt_id, num_per_range):
        fit_coeffs = np.zeros((16, 2))
        for j in range(16):
            m_, q_ = fit_single_detector(j, smjax_centers, pt_id, num_per_range)
            fit_coeffs[j, :] = m_, q_

        return fit_coeffs

</code></pre>
<p>Thanks to anyone who can help me sorting this out.</p>",stackoverflow,2025-10-13 13:53:08,open
"Jupyter Notebook extension Visual Studio Code stuck ""connecting to kernel"" <p>I use Python 3.11.1 and Jupyter Notebook to run code selections or lines in the Interactive Window for debugging or coding purposes.</p>
<p>A few days ago, everything was working fine, and I didn't have any issues running my code. However, after being away for two days, when I opened my project again and tried to run my code starting with importing pandas in the Interactive Window, it kept getting stuck at &quot;Connecting to kernel&quot;.</p>
<p>I’ve already performed a clean uninstall and reinstalled Visual Studio Code, Jupyter, and Python, but the issue remains the same. Could this problem be caused by the September 2025 Visual Studio Code update (version 1.105), released on October 9th, 2025?</p>
<p><img src=""https://i.sstatic.net/WBL5m5wX.png"" alt=""Enter image description here"" /></p>",stackoverflow,2025-10-12 10:14:23,open
"IntelliJ IDEA: breakpoints don’t trigger when I run mvn spring-boot:run (Spring Boot 3, Java 17) <p>When I start the app with <code>mvn spring-boot:run</code>, my breakpoints don’t hit. I’m trying to debug a simple REST endpoint annotated with <code>@GetMapping</code>.</p>
<h3>Minimal Reproducible Example:</h3>
<pre class=""lang-java prettyprint-override""><code>@RestController
@RequestMapping(&quot;/api&quot;)
public class HelloController {
  @GetMapping(&quot;/hello&quot;)
  public String hello() {
    // &lt;-- breakpoint here
    return &quot;hi&quot;;
  }
}
</code></pre>
<h4>Expected Behavior</h4>
<p>The breakpoint should hit when calling <code>GET http://localhost:8080/api/hello</code>.</p>
<h4>What I tried</h4>
<ul>
<li>Running from IntelliJ with the app’s Run button (works sometimes, but not with the Maven goal).</li>
<li>Adding <code>-Dspring-boot.run.fork=false</code> to the goal.</li>
<li>Using “Attach to Process”, but I don’t see a JDWP port.</li>
</ul>",stackoverflow,2025-10-11 13:13:13,open
"""Debug the current line or selection"" not working properly in Spyder on Mac <p>In Spyder 6.1.0, with Python 3.13.5 on MacOS Tahoma (26.0.1), debugging the current line or selection doesn't show the blue arrow pointing to the current line. The debugger still works, as one can see by checking the values of the variables after each step:</p>
<p><img src=""https://i.sstatic.net/W1p7jswX.png"" alt=""Screenshot for debugging selection"" /></p>
<p>Debugging cell, however, works as expected:</p>
<p><img src=""https://i.sstatic.net/HZHUT1Oy.png"" alt=""Screenshot for debugging cell"" /></p>
<p>Am I doing something wrong, is it a bug, or is it a feature I don't understand?</p>",stackoverflow,2025-10-09 16:35:24,open
"Visual Studio remote SSH does not connect with key <p>I'm trying to setup remote debugging in Visual Studio (not VS Code!) using key-based SSH connection.</p>
<p>It fails at the first step of adding new connection in Connect to Remote System dialog.</p>
<p>I have verified the following:</p>
<ul>
<li><p>The private key is in PEM format (begins with <code>-----BEGIN RSA PRIVATE KEY-----</code>).</p>
</li>
<li><p>The SSH login works in terminal and uses the provided PEM key and not password via <code>ssh -v -i id_rsa user@host_ip</code>.</p>
</li>
<li><p>The same target can be debugged from Visual Studio via password-based SSH so in general remote debugging works.</p>
</li>
</ul>
<p>When I add the connection and press Connect button I get <em>Connectivity failure</em> error and Cross Platform Logging produces the following trace:</p>
<pre><code>    10:52:20.2991235 [Info, Thread 1]   liblinux.RemoteSystemBase: Connecting over SSH to 192.168.20.2:22
    10:52:20.4114885 [Info, Thread 36]  liblinux.HostKeyVerifier: Connection failed.
    10:52:20.4114885 [Info, Thread 36]  liblinux.HostKeyVerifier: System.Security.Cryptography.CryptographicException: Specified padding mode is not valid for this algorithm.
    at System.Security.Cryptography.RSACryptoServiceProvider.SignHash(Byte[] hash, HashAlgorithmName hashAlgorithm, RSASignaturePadding padding)
    at System.Security.Cryptography.RSA.SignData(Byte[] data, Int32 offset, Int32 count, HashAlgorithmName hashAlgorithm, RSASignaturePadding padding)
    at System.Security.Cryptography.RSA.SignData(Byte[] data, HashAlgorithmName hashAlgorithm, RSASignaturePadding padding)
    at Renci.SshNet.Security.KeyHostAlgorithm.Sign(Byte[] data)
    at Renci.SshNet.PrivateKeyAuthenticationMethod.Authenticate(Session session)
    at Renci.SshNet.ClientAuthentication.TryAuthenticate(ISession session, AuthenticationState authenticationState, String[] allowedAuthenticationMethods, SshAuthenticationException&amp; authenticationException)
    at Renci.SshNet.ClientAuthentication.Authenticate(IConnectionInfoInternal connectionInfo, ISession session)
    at Renci.SshNet.ConnectionInfo.Authenticate(ISession session, IServiceFactory serviceFactory)
    at Renci.SshNet.Session.&lt;ConnectAsync&gt;d__180.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at Renci.SshNet.BaseClient.&lt;CreateAndConnectSessionAsync&gt;d__56.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at Renci.SshNet.BaseClient.&lt;ConnectAsync&gt;d__36.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at liblinux.HostKeyVerifier.&lt;ConnectAsync&gt;d__24.MoveNext()
    10:52:20.4114885 [Error, Thread 36] liblinux.RemoteSystemBase: Connection failure over SSH to 192.168.20.2:22
    10:52:20.4114885 [Error, Thread 36] liblinux.RemoteSystemBase: System.Security.Cryptography.CryptographicException: Specified padding mode is not valid for this algorithm.
    at System.Security.Cryptography.RSACryptoServiceProvider.SignHash(Byte[] hash, HashAlgorithmName hashAlgorithm, RSASignaturePadding padding)
    at System.Security.Cryptography.RSA.SignData(Byte[] data, Int32 offset, Int32 count, HashAlgorithmName hashAlgorithm, RSASignaturePadding padding)
    at System.Security.Cryptography.RSA.SignData(Byte[] data, HashAlgorithmName hashAlgorithm, RSASignaturePadding padding)
    at Renci.SshNet.Security.KeyHostAlgorithm.Sign(Byte[] data)
    at Renci.SshNet.PrivateKeyAuthenticationMethod.Authenticate(Session session)
    at Renci.SshNet.ClientAuthentication.TryAuthenticate(ISession session, AuthenticationState authenticationState, String[] allowedAuthenticationMethods, SshAuthenticationException&amp; authenticationException)
    at Renci.SshNet.ClientAuthentication.Authenticate(IConnectionInfoInternal connectionInfo, ISession session)
    at Renci.SshNet.ConnectionInfo.Authenticate(ISession session, IServiceFactory serviceFactory)
    at Renci.SshNet.Session.&lt;ConnectAsync&gt;d__180.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at Renci.SshNet.BaseClient.&lt;CreateAndConnectSessionAsync&gt;d__56.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at Renci.SshNet.BaseClient.&lt;ConnectAsync&gt;d__36.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at liblinux.HostKeyVerifier.&lt;ConnectAsync&gt;d__24.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at liblinux.HostKeyVerifier.&lt;ConnectAsync&gt;d__24.MoveNext()
    --- End of stack trace from previous location where exception was thrown ---
    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
    at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
    at liblinux.RemoteSystemBase.&lt;ConnectCoreAsync&gt;d__68.MoveNext()
</code></pre>",stackoverflow,2025-10-09 08:25:37,open
"Eclipse Remote debugging issue <p>I am using Eclipse 2025-09. When attaching the remote debugger to Module B, my entire JBoss server gets suspended, even though I have set all breakpoint settings to suspend only the thread.</p>
<p>I work on multiple modules, where Module A calls Module B. When I attach the debugger to Module B, all JBoss threads get suspended, including those running Module A’s code.</p>
<p>I have tried all the debugger settings available on Google but couldn’t find anything beyond the breakpoint property to suspend only the thread. Although I tried that option, it did not change the situation.</p>",stackoverflow,2025-10-08 06:55:42,open
"Printf command stops working when DEBUG trap is active? <p>When I set a DEBUG trap in Bash like this:</p>
<pre><code>set -o functrace
trap 'echo &quot;# $BASH_COMMAND&quot; &gt;&amp;2' DEBUG
</code></pre>
<p>Suddenly, this function stopped working:</p>
<pre><code>getBase() {

  local base=&quot;$1&quot;

  base=$(basename &quot;${base%%\?*}&quot;)
  : &quot;${base//+/ }&quot;; printf -v base '%b' &quot;${_//%/\\x}&quot;
  base=$(echo &quot;$base&quot; | sed -e 's/[^A-Za-z0-9._-]/_/g')

  echo &quot;$base&quot;

  return 0
}
</code></pre>
<p>with the error</p>
<pre><code>line 6: printf: missing hex digit for \x
</code></pre>
<p>and outputs <code>&quot;.__printf_-v_base____________x__x__&quot;</code> to the variable.</p>
<p>I am trying to understand why this is. As the DEBUG trap outputs everything to STDERR, so how can it influence the <code>printf -v</code> function? And how can I solve it?</p>",stackoverflow,2025-10-02 10:49:17,open
"GDB console works with gdbserver, but via VSCode it doesn't stop at breakpoints <p>GDB console works well with gdbserver, but via VSCode it doesn't stop at breakpoints</p>
<pre><code>&quot;version&quot;: &quot;0.2.0&quot;,
&quot;configurations&quot;: [
    {
        &quot;name&quot;: &quot;(gdb) remoute&quot;,
        &quot;type&quot;: &quot;cppdbg&quot;,
        &quot;request&quot;: &quot;launch&quot;,
        &quot;program&quot;: &quot;${workspaceFolder}/hello&quot;,
        &quot;cwd&quot;: &quot;${workspaceFolder}&quot;,
        &quot;targetArchitecture&quot;: &quot;arm64&quot;, // Or &quot;AArch64&quot;
        &quot;externalConsole&quot;: false,
        &quot;MIMode&quot;: &quot;gdb&quot;,
        &quot;miDebuggerPath&quot;: &quot;${workspaceFolder}/tools/gdb/host/gdb&quot;,
        &quot;miDebuggerServerAddress&quot;: &quot;100.1.1.150:10001&quot;
    }   
]
</code></pre>
<p>I tried different versions of GDB, GDBSERVER, VSCode</p>",stackoverflow,2025-10-02 08:25:04,open
"Are extension properties subject to being displayed in the debugger by default? <p>I'm working on building up my extensions utilizing the new extension member syntax so I can add static class methods and extension properties for my commonly used operations.</p>
<p>I have defined a few extension properties already and some are simple and others are complex.</p>
<p>I'm not developing this in Visual Studio or Visual Studio Code so I'm not quite sure how extension properties will be presented to users while debugging.</p>
<p>Are extension properties going to be evaluated and displayed if they are in scope by default?</p>
<p>For some of the complex properties, I'm thinking I would want to apply the <code>DebuggerHiddenAttribute</code> or <code>DebuggerBrowsableAttribute</code> attributes for example to either hide or alter them. But I wonder if I should worry about this in general. Malicious or inconsiderate extensions could litter the types with potentially expensive to calculate properties and I don't think that would be a great experience if they were all evaluated. On demand would make the most sense to me.</p>",stackoverflow,2025-10-02 01:03:02,open
